CLASS,MFR,CAR LINE,DISPLACEMENT,NUMB CYL,TRANS,DRIVE SYS,INDEX NUMB,CITY MPG (GUIDE),HWY MPG (GUIDE),COMB MPG (GUIDE),UNRND CITY (EPA),UNRND HWY (EPA),UNRND COMP (EPA),FUEL TYPE,GUZLR,TURBO,SPCHGR,AVG 2D PASS VOL,AVG 2D LUGG VOL,AVG 4D PAS VOL,AVG 4D LUGG VOL,AVG HB PAS VOL,AVG HB LUGG VOL,ANL FL CST,ENG BLK TXT,TRANS DESC TXT,VLVS PER CYL,CLS,5C CODE
MIDSIZE CARS,CHRYSLER,SEBRING,2.4,4,Auto(L4),F,854,21,30,24,26.9,41.6998,32.0128,R,,,,,,94,16,,,1751, ,CMODE ,4,5,DERIVED
MIDSIZE CARS,CHRYSLER,SEBRING,3.5,6,Auto(L6),F,864,16,26,19,20.2,35.9,25.1493,R,,,,,,94,16,,,2209, ,CMODE ,4,5,DERIVED
MIDSIZE CARS,CHRYSLER,SEBRING,2.7,6,Auto(L4),F,962,19,27,22,24.2,38.3,29.0052,R,,,,,,94,16,,,1911, ,,4,5,DERIVED
MIDSIZE CARS,CHRYSLER,SEBRING,2.7,6,Auto(L4),F,863,13,20,16,16.9,27.8,20.5206,E,,,,,,94,16,,,2438,E85 270,,4,5,DERIVED
MIDSIZE CARS,CHRYSLER,SEBRING,2.7,6,Auto(L4),F,862,19,27,22,24.2,38.3,29.0052,R,,,,,,94,16,,,1911,GAS 370,,4,5,DERIVED
MIDSIZE CARS,CHRYSLER,SEBRING AWD,3.5,6,Auto(L6),4,865,15,24,18,19,32.9,23.4603,R,,,,,,94,16,,,2335, ,CMODE ,4,5,DERIVED
MIDSIZE CARS,DODGE,AVENGER,2.4,4,Auto(L4),F,854,21,30,24,26.9,41.6998,32.0128,R,,,,,,94,16,,,1751, ,CMODE ,4,5,DERIVED
MIDSIZE CARS,DODGE,AVENGER,3.5,6,Auto(L6),F,864,16,26,19,20.2,35.9,25.1493,R,,,,,,94,16,,,2209, ,CMODE ,4,5,DERIVED
MIDSIZE CARS,DODGE,AVENGER,2.7,6,Auto(L4),F,962,19,27,22,24.2,38.3,29.0052,R,,,,,,94,16,,,1911, ,,4,5,DERIVED
MIDSIZE CARS,DODGE,AVENGER,2.7,6,Auto(L4),F,863,13,20,16,16.9,27.8,20.5206,E,,,,,,94,16,,,2438,E85 270,,4,5,DERIVED
MIDSIZE CARS,DODGE,AVENGER,2.7,6,Auto(L4),F,862,19,27,22,24.2,38.3,29.0052,R,,,,,,94,16,,,1911,GAS 370,,4,5,DERIVED
MIDSIZE CARS,DODGE,AVENGER AWD,3.5,6,Auto(L6),4,865,15,24,18,19,32.9,23.4603,R,,,,,,94,16,,,2335, ,CMODE ,4,5,DERIVED
MIDSIZE CARS,DODGE,CALIBER,2,4,Auto(AV),F,758,23,27,24,28.8945,38,32.3867,R,,,,,,87,15,95,19,1751, ,VMODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,DODGE,CALIBER,2.4,4,Auto(AV),F,880,21,25,23,27.1,35.3,30.2635,R,,,,,,87,15,95,19,1827, ,CMODE VLKUP ,4,5,DERIVED
MIDSIZE CARS,DODGE,CALIBER,1.8,4,Manual(M5),F,800,24,29,26,30.6906,40.6284,34.4866,R,,,,,,87,15,95,19,1617, ,,4,5,DERIVED
MIDSIZE CARS,DODGE,CALIBER,2.4,4,Manual(M5),F,760,23,29,25,29.6,40.1,33.5536,R,,,,,,87,15,95,19,1680, ,,4,5,DERIVED
MIDSIZE CARS,DODGE,CALIBER AWD,2.4,4,Auto(AV),4,757,21,24,22,26.3,33.6,29.1499,R,,,,,,87,15,95,19,1911, ,CMODE VLKUP ,4,5,DERIVED
MIDSIZE CARS,DODGE,CHALLENGER,6.1,8,Auto(L5),R,919,13,18,15,15.8,25.3,19.0126,P,G,,,,,94,16,,,3002, ,CMODE ,1,5,DERIVED
MIDSIZE CARS,FERRARI,FERRARI 612 SCAGLIETTI,5.7,12,Auto(A6),R,2,9,16,11,11.4498,21.7,14.5406,P,G,,,105,6,,,,,4090, ,3MODE ,4,5,DERIVED
MIDSIZE CARS,FERRARI,FERRARI 612 SCAGLIETTI,5.7,12,Manual(M6),R,2,10,15,12,11.7,21.3,14.6767,P,G,,,105,6,,,,,3748, ,,4,5,DERIVED
MIDSIZE CARS,FORD,FUSION AWD,3,6,Auto(L6),4,163,17,25,20,20.9284,34.2287,25.3634,R,,,,,,101,16,,,2100, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,FORD,FUSION FWD,2.3,4,Auto(L5),F,160,20,28,23,25.7209,39.7273,30.5711,R,,,,,,101,16,,,1827, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,FORD,FUSION FWD,2.3,4,Manual(M5),F,161,20,29,23,25.8,40.3,30.7843,R,,,,,,101,16,,,1827, ,,4,5,DERIVED
MIDSIZE CARS,FORD,FUSION FWD,3,6,Auto(L6),F,162,18,26,21,22.3,36.1,26.9331,R,,,,,,101,16,,,1999, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,HYUNDAI,ELANTRA,2,4,Auto(L4),F,20,25,33,28,31.6392,46.0769,36.8327,R,,,,,,98,14,,,1499, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,HYUNDAI,ELANTRA,2,4,Manual(M5),F,20,24,33,27,31,45.9,36.3031,R,,,,,,98,14,,,1554, ,,4,5,DERIVED
MIDSIZE CARS,INFINITI,G35,3.5,6,Manual(M6),R,43,17,25,20,21.6,34.6,25.9951,P,,,,,,99,14,,,2250, ,,4,5,DERIVED
MIDSIZE CARS,INFINITI,G35,3.5,6,Auto(S5),R,43,17,24,20,21.4513,33.1986,25.5139,P,,,,,,99,14,,,2250, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,INFINITI,G35X,3.5,6,Auto(S5),4,43,17,23,19,20.7499,31.9499,24.6362,P,,,,,,99,14,,,2367, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,JAGUAR,JAGUAR S-TYPE 3.0 LITRE,3,6,Auto(L6),R,301,17,26,20,21.1489,35.6494,25.8873,P,,,,,,98,12,,,2250, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,JAGUAR,JAGUAR S-TYPE 4.2 LITRE,4.2,8,Auto(L6),R,303,16,24,19,20.0469,33.1493,24.3839,P,,,,,,98,12,,,2367, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,JAGUAR,JAGUAR S-TYPE R,4.2,8,Auto(L6),R,304,15,22,17,18.7499,30.0499,22.569,P,,,S,,,98,12,,,2646, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,JAGUAR,JAGUAR X-TYPE SPORT BRAKE,3,6,Auto(L5),4,406,16,22,18,19.5995,30.9493,23.4732,P,,,,,,90,24,,,2502, ,EMS 2MODE CLKUP,4,5,DERIVED
MIDSIZE CARS,KIA,OPTIMA,2.4,4,Auto(L5),F,6,21,31,25,26.9,43.4,32.452,R,,,,,,104,14,,,1680, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,KIA,OPTIMA,2.4,4,Manual(M5),F,6,21,31,25,27.1,43.6,32.6623,R,,,,,,104,14,,,1680, ,,4,5,DERIVED
MIDSIZE CARS,KIA,OPTIMA,2.7,6,Auto(L5),F,7,20,28,23,24.6,39.3,29.5787,R,,,,,,104,14,,,1827, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,KIA,SPECTRA,2,4,Auto(L4),F,13,24,32,27,30.2604,44.5154,35.3551,R,,,,,,97,12,98,18,1554, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,KIA,SPECTRA,2,4,Manual(M5),F,13,23,30,26,29.5387,42.3593,34.1962,R,,,,,,97,12,98,18,1617, ,,4,5,DERIVED
MIDSIZE CARS,LEXUS,ES 350,3.5,6,Auto(S6),F,9,19,27,22,23.8,38.3,28.6873,P,,,,,,95,15,,,2048, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,LEXUS,GS 350,3.5,6,Auto(S6),R,14,19,27,22,24,37.6,28.6658,P,,,,,,98,13,,,2048, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,LEXUS,GS 350 AWD,3.5,6,Auto(S6),4,14,18,25,20,22.3982,34.7494,26.6628,P,,,,,,98,13,,,2250, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,LEXUS,GS 460,4.6,8,Auto(S8),R,16,17,24,20,21.0489,34.0499,25.4158,P,,,,,,98,13,,,2250, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,LEXUS,LS 460,4.6,8,Auto(S8),R,16,16,24,19,20.1489,33.5499,24.5642,P,,,,,,103,13,,,2367, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,LEXUS,LS 460 L,4.6,8,Auto(S8),R,17,16,24,19,20.1995,34.0499,24.7254,P,,,,,,103,11,,,2367, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,LEXUS,LS 600HL,5,8,Auto(S8),4,19,20,22,21,24.7,30.3,26.9406,P,,,,,,103,12,,,2142,HEV,VMODE VLKUP ,4,5,DERIVED
MIDSIZE CARS,LINCOLN-MERCURY,MILAN AWD,3,6,Auto(L6),4,173,17,25,20,20.9284,34.2287,25.3634,R,,,,,,101,16,,,2100, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,LINCOLN-MERCURY,MILAN FWD,2.3,4,Auto(L5),F,170,20,28,23,25.7209,39.7273,30.5711,R,,,,,,101,16,,,1827, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,LINCOLN-MERCURY,MILAN FWD,2.3,4,Manual(M5),F,171,20,29,23,25.8,40.3,30.7843,R,,,,,,101,16,,,1827, ,,4,5,DERIVED
MIDSIZE CARS,LINCOLN-MERCURY,MILAN FWD,3,6,Auto(L6),F,172,18,26,21,22.3,36.1,26.9331,R,,,,,,101,16,,,1999, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,LINCOLN-MERCURY,MKZ AWD,3.5,6,Auto(L6),4,181,17,24,19,20.6,33.3,24.8679,R,,,,,,99,16,,,2209, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,LINCOLN-MERCURY,MKZ FWD,3.5,6,Auto(L6),F,180,18,28,22,22.6,39.6,28.0113,R,,,,,,99,16,,,1911, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,MAZDA,MAZDA 6,2.3,4,Manual(M5),F,7,21,29,24,25.9764,40.2445,30.9074,R,,,,,,96,15,96,22,1751, ,,4,5,DERIVED
MIDSIZE CARS,MAZDA,MAZDA 6,2.3,4,Auto(S5),F,7,21,28,24,26.2629,39.3569,30.8871,R,,,,,,96,15,96,22,1751, ,DC/FW,4,5,DERIVED
MIDSIZE CARS,MAZDA,MAZDA 6,3,6,Manual(M5),F,8,17,25,20,21.4896,34.458,25.8711,R,,,,,,96,15,96,22,2100, ,,4,5,DERIVED
MIDSIZE CARS,MAZDA,MAZDA 6,3,6,Auto(S6),F,8,18,25,20,21.966,35.2488,26.4515,R,,,,,,96,15,96,22,2100, ,DC/FW,4,5,DERIVED
MIDSIZE CARS,MAZDA,MAZDASPEED3,2.3,4,Manual(M6),F,6,18,26,20,22.1,35.5943,26.6458,P,,T,,,,,,95,20,2250, ,,4,5,DERIVED
MIDSIZE CARS,MERCEDES-BENZ,E320 BLUETEC,3,6,Auto(L7),R,4,23,32,26,29.1,45.3,34.6811,D,,T,,,,97,14,,,1617, ,EMS 2MODE CLKUP,4,5,DERIVED
MIDSIZE CARS,MERCEDES-BENZ,E350,3.5,6,Auto(L7),R,5,17,24,19,20.6684,33.6707,25.0154,P,,,,,,97,14,,,2367, ,EMS 2MODE CLKUP,4,5,DERIVED
MIDSIZE CARS,MERCEDES-BENZ,E350 4MATIC,3.5,6,Auto(L5),4,7,16,22,18,20.3,30.6,23.9237,P,,,,,,97,14,,,2502, ,EMS 2MODE CLKUP,4,5,DERIVED
MIDSIZE CARS,MERCEDES-BENZ,E550,5.5,8,Auto(L7),R,37,15,22,17,18.4,31.1,22.5424,P,,,,,,97,14,,,2646, ,EMS 2MODE CLKUP,4,5,DERIVED
MIDSIZE CARS,MERCEDES-BENZ,E550 4MATIC,5.5,8,Auto(L7),4,35,13,19,16,16.5,26.7,19.9254,P,G,,,,,97,14,,,2812, ,EMS 2MODE CLKUP,4,5,DERIVED
MIDSIZE CARS,MERCEDES-BENZ,E63 AMG,6.2,8,Auto(S7),R,9,12,19,15,15.2,25.7,18.6241,P,G,,,,,97,14,,,3002, ,EMS 2MODE CLKUP,4,5,DERIVED
MIDSIZE CARS,MITSUBISHI,GALANT,2.4,4,Auto(S4),F,31,20,27,23,25.3458,38.0915,29.8387,R,,,,,,99,13,,,1827,SOHC,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,MITSUBISHI,GALANT,3.8,6,Auto(S5),F,32,17,25,20,20.6669,34.9004,25.3123,P,,,,,,99,13,,,2250,SOHC,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,NISSAN,ALTIMA,2.5,4,Auto(AV),F,23,23,31,26,29.3254,43.3253,34.3151,R,,,,,,101,15,,,1617, ,VMODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,NISSAN,ALTIMA,2.5,4,Manual(M6),F,23,23,32,26,29.3544,45.4439,34.9176,R,,,,,,101,15,,,1617, ,,4,5,DERIVED
MIDSIZE CARS,NISSAN,ALTIMA,3.5,6,Auto(AV),F,41,19,26,22,24.4,35.6,28.4241,P,,,,,,101,15,,,2048, ,VMODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,NISSAN,ALTIMA,3.5,6,Manual(M6),F,41,19,27,22,23.3,37.8,28.1612,P,,,,,,101,15,,,2048, ,,4,5,DERIVED
MIDSIZE CARS,NISSAN,ALTIMA HYBRID,2.5,4,Auto(AV),F,31,35,33,34,46.8,46.6,46.7098,R,,,,,,101,10,,,1235,HEV,EMS ,4,5,DERIVED
MIDSIZE CARS,NISSAN,MAXIMA,3.5,6,Auto(AV),F,42,19,25,21,23.6983,35.493,27.8653,P,,,,,,104,16,,,2142, ,VMODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,NISSAN,SENTRA,2,4,Auto(AV),F,11,25,33,28,31.9,46.4,37.12,R,,,,,,97,13,,,1499, ,VMODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,NISSAN,SENTRA,2,4,Manual(M6),F,11,24,31,27,31.4,43.2,35.8005,R,,,,,,97,13,,,1554, ,,4,5,DERIVED
MIDSIZE CARS,NISSAN,SENTRA,2.5,4,Auto(AV),F,21,24,30,26,30.3,42.5,34.7947,R,,,,,,97,13,,,1617, ,VMODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,NISSAN,SENTRA,2.5,4,Manual(M6),F,21,21,29,24,26.5756,40.0714,31.3228,P,,,,,,97,13,,,1876, ,,4,5,DERIVED
MIDSIZE CARS,NISSAN,VERSA,1.8,4,Auto(AV),F,1,27,33,29,34.8395,46.2605,39.1939,R,,,,,,94,14,95,18,1449, ,VMODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,NISSAN,VERSA,1.8,4,Auto(L4),F,1,24,32,27,30.7394,44.6569,35.7536,R,,,,,,94,14,95,18,1554, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,NISSAN,VERSA,1.8,4,Manual(M6),F,1,26,31,28,33.0394,44.0787,37.2359,R,,,,,,94,14,95,18,1499, ,,4,5,DERIVED
MIDSIZE CARS,PONTIAC,GRAND PRIX,5.3,8,Auto(S4),F,8,16,25,19,20.24,35.5,25.0941,P,,,,,,97,16,,,2367, ,CLKUP ,2,5,DERIVED
MIDSIZE CARS,PONTIAC,GRAND PRIX,3.8,6,Auto(L4),F,9,18,28,21,22.1,38.9,27.4311,R,,,,,,97,16,,,1999, ,CLKUP ,2,5,DERIVED
MIDSIZE CARS,ROLLS-ROYCE,PHANTOM,6.7,12,Auto(S6),R,67,11,18,14,13.9939,24.2,17.2718,P,G,,,,,103,14,,,3213, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,ROLLS-ROYCE,PHANTOM EWB,6.7,12,Auto(S6),R,67,11,18,14,13.9939,24.2,17.2718,P,G,,,,,103,14,,,3213, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,SAAB,9-5 SEDAN,2.3,4,Auto(S5),F,71,17,26,20,21.1137,36.831,26.1319,P,,T,,,,96,16,,,2250, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,SAAB,9-5 SEDAN,2.3,4,Manual(M5),F,72,18,28,21,22.6,38.7,27.8054,P,,T,,,,96,16,,,2142, ,,4,5,DERIVED
MIDSIZE CARS,SATURN,AURA,2.4,4,Auto(L4),F,38,22,30,25,27.3,42.3,32.4835,R,,,,,,98,16,,,1680, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,SATURN,AURA,3.5,6,Auto(L4),F,23,18,29,22,22.3,40.6,27.974,R,,,,,,98,16,,,1911, ,CLKUP ,2,5,DERIVED
MIDSIZE CARS,SATURN,AURA,3.6,6,Auto(S6),F,51,17,26,20,21.4,35.6,26.0815,R,,,,,,98,16,,,2100, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,SATURN,AURA HYBRID,2.4,4,Auto(L4),F,21,24,32,27,30.6,44.9,35.7192,R,,,,,,98,16,,,1554, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,TOYOTA,CAMRY,2.4,4,Auto(L5),F,31,21,31,25,27.254,44.031,32.8941,R,,,,,,101,15,,,1680, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,TOYOTA,CAMRY,2.4,4,Manual(M5),F,31,21,31,25,27,43.1,32.4557,R,,,,,,101,15,,,1680, ,,4,5,DERIVED
MIDSIZE CARS,TOYOTA,CAMRY,3.5,6,Auto(S6),F,8,19,28,22,24.3478,39.3409,29.3877,R,,,,,,101,15,,,1911, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,TOYOTA,CAMRY HYBRID,2.4,4,Auto(AV),F,10,33,34,34,44.2454,48.2,45.9416,R,,,,,,101,11,,,1235,HEV,VMODE VLKUP ,4,5,DERIVED
MIDSIZE CARS,TOYOTA,PRIUS,1.5,4,Auto(AV),F,2,48,45,46,66.6,64.8,65.7778,R,,,,,,,,96,16,911,HEV,VMODE VLKUP ,4,5,DERIVED
MIDSIZE CARS,VOLKSWAGEN,PASSAT,2,4,Manual(M6),F,2,21,29,24,26.0135,40.9282,31.1161,P,,T,,,,96,14,,,1876, ,,4,5,DERIVED
MIDSIZE CARS,VOLKSWAGEN,PASSAT,2,4,Auto(S6),F,4,19,28,22,24.3,39.2,29.314,P,,T,,,,96,14,,,2048, ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,VOLKSWAGEN,PASSAT,3.6,6,Auto(S6),F,16,17,26,20,21.2,36,26.0123,P,,,,,,96,14,,,2250, ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,VOLKSWAGEN,PASSAT 4MOTION,3.6,6,Auto(S6),4,16,16,24,19,20.4,33.5,24.7564,P,,,,,,96,14,,,2367, ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,VOLVO,S80 AWD,4.4,8,Auto(S6),4,16,15,23,18,18.9,31.6,23.0728,P,,,,,,98,15,,,2502, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,VOLVO,S80 AWD,3,6,Auto(S6),4,5,15,23,18,19.0278,31.9366,23.2583,P,,T,,,,98,15,,,2502, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,VOLVO,S80 AWD,3.2,6,Auto(S6),4,17,16,24,19,19.6,33.7,24.1462,P,,,,,,98,15,,,2367, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,VOLVO,S80 FWD,3.2,6,Auto(S6),F,17,16,24,19,19.6,33.3,24.0531,P,,,,,,98,15,,,2367, ,2MODE CLKUP ,4,5,DERIVED
LARGE CARS,ALPINA,BMW ALPINA B7,4.4,8,Auto(S6),R,44,14,21,16,16.9,29.1479,20.8408,P,G,,S,,,104,18,,,2502, ,3MODE CLKUP ,4,6,DERIVED
LARGE CARS,AUDI,A8 L,6,12,Auto(S6),4,25,13,19,15,15.9,26.7,19.4382,P,G,,,,,107,15,,,3002, ,3MODE CLKUP ,4,6,DERIVED
LARGE CARS,AUDI,A8 L,4.2,8,Auto(S6),4,23,16,23,18,19.909,31.5594,23.8751,P,,,,,,107,15,,,2502, ,3MODE CLKUP ,4,6,DERIVED
LARGE CARS,BENTLEY,ARNAGE RL,6.7,8,Auto(S6),R,22,9,15,11,11.5057,21.0205,14.4488,P,G,T,,,,111,13,,,4090, ,3MODE CLKUP ,4,6,DERIVED
LARGE CARS,BMW,750I,4.8,8,Auto(S6),R,48,15,23,18,18.9,31.9,23.1443,P,,,,,,104,18,,,2502, ,3MODE CLKUP ,4,6,DERIVED
LARGE CARS,BMW,750LI,4.8,8,Auto(S6),R,48,15,23,18,18.9,31.9,23.1443,P,,,,,,105,18,,,2502, ,3MODE CLKUP ,4,6,DERIVED
LARGE CARS,BMW,760LI,6,12,Auto(S6),R,60,13,20,15,15.886,27.9119,19.7068,P,G,,,,,105,18,,,3002, ,3MODE CLKUP ,4,6,DERIVED
LARGE CARS,BUICK,LUCERNE,3.8,6,Auto(L4),F,25,16,25,19,21.8,38.6,27.1095,R,,,,,,108,17,,,2209, ,CLKUP ,2,6,DERIVED
LARGE CARS,BUICK,LUCERNE,4.6,8,Auto(L4),F,836,15,23,18,19,31.7,23.1788,R,,,,,,108,17,,,2335,275HP,CLKUP ,4,6,DERIVED
LARGE CARS,BUICK,LUCERNE,4.6,8,Auto(L4),F,837,15,22,18,19,31.7,23.1788,R,,,,,,108,17,,,2335,300HP,CLKUP ,4,6,DERIVED
LARGE CARS,CADILLAC,DTS,4.6,8,Auto(L4),F,836,15,23,18,19,31.7,23.1788,R,,,,,,113,19,,,2335,275HP,CLKUP ,4,6,DERIVED
LARGE CARS,CADILLAC,DTS,4.6,8,Auto(L4),F,837,15,22,18,19,31.7,23.1788,R,,,,,,113,19,,,2335,300HP,CLKUP ,4,6,DERIVED
LARGE CARS,CADILLAC,FUNERAL COACH/HEARSE,4.6,8,Auto(L4),F,41,13,18,15,15.7,25.1,18.8821,R,G,,,,,,,,,2801, ,CLKUP ,4,6,DERIVED
LARGE CARS,CADILLAC,LIMOUSINE,4.6,8,Auto(L4),F,41,13,18,15,15.7,25.1,18.8821,R,G,,,,,,,,,2801, ,CLKUP ,4,6,DERIVED
LARGE CARS,CHEVROLET,IMPALA,5.3,8,Auto(L4),F,7,16,24,19,20.2,34.1,24.7377,P,,,,,,105,19,,,2367, ,CLKUP ,2,6,DERIVED
LARGE CARS,CHEVROLET,IMPALA,3.5,6,Auto(L4),F,23,18,29,22,22.3,40.6,27.974,R,,,,,,105,19,,,1911, ,CLKUP ,2,6,DERIVED
LARGE CARS,CHEVROLET,IMPALA,3.9,6,Auto(L4),F,68,13,20,16,16.6,28.5,20.4407,E,,,,,,105,19,,,2438,230-350,CLKUP ,2,6,DERIVED
LARGE CARS,CHEVROLET,IMPALA,3.9,6,Auto(L4),F,67,18,28,21,22.7,38.7,27.8886,R,,,,,,105,19,,,1999,320-500,CLKUP ,2,6,DERIVED
LARGE CARS,CHEVROLET,IMPALA,3.5,6,Auto(L4),F,16,14,21,16,17.1,29.3,21.0428,E,,,,,,105,19,,,2438,250-370,CLKUP ,2,6,DERIVED
LARGE CARS,CHEVROLET,IMPALA,3.5,6,Auto(L4),F,15,18,29,22,22.6,40.7,28.2543,R,,,,,,105,19,,,1911,320-510,CLKUP ,2,6,DERIVED
LARGE CARS,CHRYSLER,300 AWD,5.7,8,Auto(L5),4,911,15,22,18,19.2,30.6,23.0671,R,,,,,,104,18,,,2335, ,CMODE ,1,6,DERIVED
LARGE CARS,CHRYSLER,300 AWD,3.5,6,Auto(L5),4,918,15,22,18,18.8,30.8,22.7969,R,,,,,,104,18,,,2335, ,CMODE ,4,6,DERIVED
LARGE CARS,CHRYSLER,300/SRT-8,5.7,8,Auto(L5),R,910,15,23,18,18.8952,31.2843,22.9927,R,,,,,,104,18,,,2335, ,CMODE ,1,6,DERIVED
LARGE CARS,CHRYSLER,300/SRT-8,2.7,6,Auto(L4),R,912,18,26,21,23.1,35.8989,27.5143,R,,,,,,104,18,,,1999, ,CMODE ,4,6,DERIVED
LARGE CARS,CHRYSLER,300/SRT-8,3.5,6,Auto(L4),R,916,17,24,20,21.5,34.2,25.8136,R,,,,,,104,18,,,2100, ,CMODE ,4,6,DERIVED
LARGE CARS,CHRYSLER,300/SRT-8,3.5,6,Auto(L5),R,917,17,24,20,20.9,34.1,25.3086,R,,,,,,104,18,,,2100, ,CMODE ,4,6,DERIVED
LARGE CARS,CHRYSLER,300/SRT-8,6.1,8,Auto(L5),R,919,13,18,15,15.8,25.3,19.0126,P,G,,,,,104,18,,,3002, ,CMODE ,1,6,DERIVED
LARGE CARS,DODGE,CHARGER,5.7,8,Auto(L5),R,910,15,23,18,18.8952,31.2843,22.9927,R,,,,,,104,16,,,2335, ,CMODE ,1,6,DERIVED
LARGE CARS,DODGE,CHARGER,2.7,6,Auto(L4),R,912,18,26,21,23.1,35.8989,27.5143,R,,,,,,104,16,,,1999, ,CMODE ,4,6,DERIVED
LARGE CARS,DODGE,CHARGER,3.5,6,Auto(L4),R,916,17,24,20,21.5,34.2,25.8136,R,,,,,,104,16,,,2100, ,CMODE ,4,6,DERIVED
LARGE CARS,DODGE,CHARGER,3.5,6,Auto(L5),R,917,17,24,20,20.9,34.1,25.3086,R,,,,,,104,16,,,2100, ,CMODE ,4,6,DERIVED
LARGE CARS,DODGE,CHARGER,6.1,8,Auto(L5),R,919,13,18,15,15.8,25.3,19.0126,P,G,,,,,104,16,,,3002, ,CMODE ,1,6,DERIVED
LARGE CARS,DODGE,CHARGER AWD,5.7,8,Auto(L5),4,911,15,22,18,19.2,30.6,23.0671,R,,,,,,104,16,,,2335, ,CMODE ,1,6,DERIVED
LARGE CARS,DODGE,CHARGER AWD,3.5,6,Auto(L5),4,918,15,22,18,18.8,30.8,22.7969,R,,,,,,104,16,,,2335, ,CMODE ,4,6,DERIVED
LARGE CARS,FORD,CROWN VICTORIA FFV,4.6,8,Auto(L4),R,331,11,16,13,14.1979,22.2,16.9468,E,,,,,,107,21,,,2999,RNG=250,CLKUP ,2,6,DERIVED
LARGE CARS,FORD,CROWN VICTORIA FFV,4.6,8,Auto(L4),R,330,15,23,18,18.5995,31.4944,22.8004,R,,,,,,107,21,,,2335,RNG=340,CLKUP ,2,6,DERIVED
LARGE CARS,FORD,TAURUS AWD,3.5,6,Auto(L6),4,318,17,24,19,20.6,33.3,24.8679,R,,,,,,108,21,,,2209, ,CLKUP ,4,6,DERIVED
LARGE CARS,FORD,TAURUS FWD,3.5,6,Auto(L6),F,314,18,28,22,22.6,39.6,28.0113,R,,,,,,108,21,,,1911, ,CLKUP ,4,6,DERIVED
LARGE CARS,HONDA,ACCORD 4DR SEDAN,2.4,4,Auto(L5),F,7,21,31,24,26.5114,42.9416,32.0254,R,,,,,,106,14,,,1751, ,CLKUP ,4,6,DERIVED
LARGE CARS,HONDA,ACCORD 4DR SEDAN,2.4,4,Manual(M5),F,7,22,31,25,27.8036,43.1123,33.0913,R,,,,,,106,14,,,1680, ,,4,6,DERIVED
LARGE CARS,HONDA,ACCORD 4DR SEDAN,3.5,6,Auto(L5),F,14,19,29,22,23.7825,41.0585,29.3374,R,,,,,,106,14,,,1911,VCM,CLKUP ,4,6,DERIVED
