CLASS,MFR,CAR LINE,DISPLACEMENT,NUMB CYL,TRANS,DRIVE SYS,INDEX NUMB,CITY MPG (GUIDE),HWY MPG (GUIDE),COMB MPG (GUIDE),UNRND CITY (EPA),UNRND HWY (EPA),UNRND COMP (EPA),FUEL TYPE,GUZLR,TURBO,SPCHGR,AVG 2D PASS VOL,AVG 2D LUGG VOL,AVG 4D PAS VOL,AVG 4D LUGG VOL,AVG HB PAS VOL,AVG HB LUGG VOL,ANL FL CST,ENG BLK TXT,TRANS DESC TXT,VLVS PER CYL,CLS,5C CODE
SMALL PICKUP TRUCKS 4WD,FORD,RANGER 4WD,4,6,Auto(L5),4,907,14,17,15,16.7366,23.8058,19.3181,R,,,,,,,,,,2801, ,CLKUP ,2,11,DERIVED
SMALL PICKUP TRUCKS 4WD,FORD,RANGER 4WD,4,6,Manual(M5),4,909,15,19,16,18.4,26.1,21.2167,R,,,,,,,,,,2625, ,,2,11,DERIVED
SMALL PICKUP TRUCKS 4WD,GMC,CANYON 4WD,2.9,4,Auto(L4),4,801,17,22,19,21.3577,30.7736,24.768,R,,,,,,,,,,2209, ,CLKUP ,4,11,DERIVED
SMALL PICKUP TRUCKS 4WD,GMC,CANYON 4WD,2.9,4,Manual(M5),4,803,16,22,18,19.9,30.8,23.6694,R,,,,,,,,,,2335, ,SIL ,4,11,DERIVED
SMALL PICKUP TRUCKS 4WD,GMC,CANYON 4WD,3.7,5,Auto(L4),4,806,15,21,17,18.2,28.8,21.8127,R,,,,,,,,,,2470, ,CLKUP ,2,11,DERIVED
SMALL PICKUP TRUCKS 4WD,GMC,CANYON CAB CHASSIS INC 4WD,3.7,5,Auto(L4),4,806,15,20,17,18.1,28.2,21.5777,R,,,,,,,,,,2470, ,CLKUP ,2,11,DERIVED
SMALL PICKUP TRUCKS 4WD,GMC,CANYON CREW CAB 4WD,3.7,5,Auto(L4),4,806,15,20,17,18.1,28.2,21.5777,R,,,,,,,,,,2470, ,CLKUP ,2,11,DERIVED
SMALL PICKUP TRUCKS 4WD,ISUZU,I-370 4WD CREW CAB,3.7,5,Auto(L4),4,806,15,20,17,18.1,28.2,21.5777,R,,,,,,,,,,2470, ,CLKUP ,2,11,DERIVED
SMALL PICKUP TRUCKS 4WD,MAZDA,B4000 4WD,4,6,Auto(L5),4,969,14,17,15,16.7366,23.8058,19.3181,R,,,,,,,,,,2801, ,CLKUP ,2,11,DERIVED
SMALL PICKUP TRUCKS 4WD,MAZDA,B4000 4WD,4,6,Manual(M5),4,971,15,19,16,18.4,26.1,21.2167,R,,,,,,,,,,2625, ,,2,11,DERIVED
SMALL PICKUP TRUCKS 4WD,NISSAN,FRONTIER 4WD,4,6,Auto(L5),4,181,14,19,16,17.6723,26.1454,20.6895,R,,,,,,,,,,2625, ,CLKUP ,4,11,DERIVED
SMALL PICKUP TRUCKS 4WD,NISSAN,FRONTIER 4WD,4,6,Manual(M6),4,181,15,19,17,19.0172,26.7465,21.8599,R,,,,,,,,,,2470, ,,4,11,DERIVED
SMALL PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TACOMA 4WD,4,6,Auto(L5),4,26,16,20,18,19.8101,27.9081,22.7852,R,,,,,,,,,,2335, ,CLKUP ,4,11,DERIVED
SMALL PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TACOMA 4WD,4,6,Manual(M6),4,26,15,18,16,18.1854,25.3729,20.8423,R,,,,,,,,,,2625, ,,4,11,DERIVED
SMALL PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TACOMA 4WD,2.7,4,Manual(M5),4,25,17,22,19,21.6,30,24.714,R,,,,,,,,,,2209, ,,4,11,DERIVED
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C15 SILVERADO 2WD,4.3,6,Auto(L4),R,817,15,20,17,18.6805,27.8173,21.9205,R,,,,,,,,,,2470, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C15 SILVERADO 2WD,4.8,8,Auto(L4),R,815,14,19,16,17.3719,25.8867,20.3899,R,,,,,,,,,,2625, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C15 SILVERADO 2WD,5.3,8,Auto(L4),R,820,15,20,17,18.2489,28.1164,21.6714,R,,,,,,,,,,2470, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C15 SILVERADO 2WD,5.3,8,Auto(L4),R,824,11,15,13,13.763,20.5478,16.1649,E,,,,,,,,,,2999,290-410,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C15 SILVERADO 2WD,5.3,8,Auto(L4),R,822,15,20,17,18.0941,27.648,21.4258,R,,,,,,,,,,2470,390-540,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C15 SILVERADO 2WD,6,8,Auto(L4),R,840,13,18,15,15.8077,24.2096,18.7333,R,,,,,,,,,,2801, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,3.7,6,Auto(L4),R,560,15,20,17,18.1,28.1,21.5513,R,,,,,,,,,,2470, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,3.7,6,Manual(M6),R,730,16,20,18,19.5,28.3,22.6726,R,,,,,,,,,,2335, ,,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,4.7,8,Auto(L5),R,712,14,19,15,16.7639,25.6188,19.8516,R,,,,,,,,,,2801, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,4.7,8,Auto(L5),R,312,9,12,10,11,16.5,12.9412,E,,,,,,,,,,3900,E85 240,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,4.7,8,Auto(L5),R,812,14,19,15,16.7639,25.6188,19.8516,R,,,,,,,,,,2801,GAS 330,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,5.7,8,Auto(L5),R,7,13,19,15,16.2914,25.5784,19.473,R,,,,,,,,,,2801, ,CLKUP ,1,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,3.7,6,Auto(L4),R,560,14,19,16,17.7,26.9,20.9196,R,,,,,,,,,,2625, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,3.7,6,Manual(M6),R,730,16,19,17,19.4,26.8,22.1525,R,,,,,,,,,,2470, ,,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,4.7,8,Manual(M6),R,750,13,17,14,15.4,23.9,18.3342,R,,,,,,,,,,2999, ,,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,4.7,8,Auto(L5),R,712,13,18,15,16.4637,24.8087,19.4003,R,,,,,,,,,,2801, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,4.7,8,Auto(L5),R,312,9,12,10,11,16.5,12.9412,E,,,,,,,,,,3900,E85 240,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,4.7,8,Auto(L5),R,812,13,18,15,16.4637,24.8087,19.4003,R,,,,,,,,,,2801,GAS 330,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,4.7,8,Manual(M6),R,950,9,12,10,11,16.5,12.9412,E,,,,,,,,,,3900,E85 290,,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,4.7,8,Manual(M6),R,850,13,17,14,15.4,23.9,18.3342,R,,,,,,,,,,2999,GAS 360,,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,FORD,EXPLORER SPORT TRAC 2WD,4,6,Auto(L5),R,700,14,20,16,17.3,27.8,20.8425,R,,,,,,,,,,2625, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,FORD,EXPLORER SPORT TRAC 2WD,4.6,8,Auto(L6),R,702,13,20,16,16.4,27.2,19.9678,R,,,,,,,,,,2625, ,CLKUP ,3,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,FORD,F150 FFV  2WD,5.4,8,Auto(L4),R,830,10,13,11,12.11,17.9175,14.178,E,,,,,,,,,,3545,RNG=290,CLKUP ,3,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,FORD,F150 FFV  2WD,5.4,8,Auto(L4),R,828,13,18,15,16.0126,24.3225,18.9217,R,,,,,,,,,,2801,RNG=390,CLKUP ,3,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,FORD,F150 PICKUP 2WD,4.2,6,Auto(L4),R,820,14,19,16,17.4993,26.3456,20.6141,R,,,,,,,,,,2625, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,FORD,F150 PICKUP 2WD,4.2,6,Manual(M5),R,822,14,20,16,17.8263,27.0267,21.051,R,,,,,,,,,,2625, ,,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,FORD,F150 PICKUP 2WD,4.6,8,Auto(L4),R,824,14,19,16,16.8483,25.8255,19.9725,R,,,,,,,,,,2625, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,FORD,F150 PICKUP 2WD,5.4,8,Auto(L4),R,826,13,17,14,15.6128,23.8808,18.4942,R,,,,,,,,,,2999, ,CLKUP ,3,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,FORD,F150 STX SE 2WD,5.4,8,Auto(L4),R,834,14,19,15,16.7219,25.9038,19.8954,R,,,,,,,,,,2801, ,CLKUP ,3,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,FORD,F150 STX SE 2WD FFV,5.4,8,Auto(L4),R,833,10,14,12,12.6774,18.8796,14.8766,E,,,,,,,,,,3249,RNG=310/32,CLKUP ,3,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,FORD,F150 STX SE 2WD FFV,5.4,8,Auto(L4),R,832,14,19,15,16.7412,25.6062,19.8307,R,,,,,,,,,,2801,RNG=390/40,CLKUP ,3,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,GMC,C15 SIERRA 2WD,4.3,6,Auto(L4),R,817,15,20,17,18.6807,27.8175,21.9206,R,,,,,,,,,,2470, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,GMC,C15 SIERRA 2WD,4.8,8,Auto(L4),R,815,14,19,16,17.3492,25.7957,20.3473,R,,,,,,,,,,2625, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,GMC,C15 SIERRA 2WD,5.3,8,Auto(L4),R,820,15,20,17,18.216,28.127,21.6487,R,,,,,,,,,,2470, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,GMC,C15 SIERRA 2WD,5.3,8,Auto(L4),R,824,11,15,13,13.7699,20.5531,16.1716,E,,,,,,,,,,2999,290-410,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,GMC,C15 SIERRA 2WD,5.3,8,Auto(L4),R,822,15,20,17,18.1045,27.6532,21.4353,R,,,,,,,,,,2470,390-540,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,GMC,C15 SIERRA 2WD,6,8,Auto(L4),R,840,13,18,15,15.8189,24.2238,18.7458,R,,,,,,,,,,2801, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,GMC,C15 SIERRA 2WD,6.2,8,Auto(L6),R,842,12,19,15,15.3,26,18.7774,P,,,,,,,,,,3002, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,LINCOLN,MARK LT,5.4,8,Auto(L4),R,836,12,16,14,14.8,22.4,17.4668,R,,,,,,,,,,2999, ,CLKUP ,3,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,MITSUBISHI,RAIDER PICKUP 2WD,3.7,6,Auto(L4),R,560,15,20,17,18.1,28.1,21.5513,R,,,,,,,,,,2470, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,MITSUBISHI,RAIDER PICKUP 2WD,3.7,6,Manual(M6),R,730,16,20,18,19.5,28.3,22.6726,R,,,,,,,,,,2335, ,,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,MITSUBISHI,RAIDER PICKUP 2WD,4.7,8,Auto(L5),R,712,14,19,15,17.4,25.8,20.3869,R,,,,,,,,,,2801, ,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,MITSUBISHI,RAIDER PICKUP 2WD,4.7,8,Auto(L5),R,312,9,12,10,11,16.5,12.9412,E,,,,,,,,,,3900,E85 240,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,MITSUBISHI,RAIDER PICKUP 2WD,4.7,8,Auto(L5),R,812,14,19,15,17.4,25.8,20.3869,R,,,,,,,,,,2801,GAS 330,CLKUP ,2,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,NISSAN,TITAN 2WD,5.6,8,Auto(L5),R,284,12,17,14,15.1761,23.9354,18.168,R,,,,,,,,,,2999, ,CLKUP ,4,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,NISSAN,TITAN 2WD,5.6,8,Auto(L5),R,294,9,13,10,11.0745,17.4145,13.2443,E,,,,,,,,,,3900,RNG280/370,CLKUP ,4,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,NISSAN,TITAN 2WD,5.6,8,Auto(L5),R,293,12,17,14,15.2175,24.0734,18.2363,R,,,,,,,,,,2999,RNG390/520,CLKUP ,4,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,ROUSH PERFORMANCE,STAGE3 F150 REGULAR CAB 2WD,5.4,8,Auto(L4),R,2,11,15,13,13.5,20.6,15.9782,P,,,S,,,,,,,3460, ,EMS CLKUP ,3,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,ROUSH PERFORMANCE,STAGE3 F150 SUPERCAB 2WD,5.4,8,Auto(L4),R,2,11,15,13,13.5,20.6,15.9782,P,,,S,,,,,,,3460, ,EMS CLKUP ,3,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,ROUSH PERFORMANCE,STAGE3 F150 SUPERCREW 2WD,5.4,8,Auto(L4),R,2,11,15,13,13.5,20.6,15.9782,P,,,S,,,,,,,3460, ,EMS CLKUP ,3,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,SALEEN PERFORMANCE,SALEEN F150 SUPERCHARGED,5.4,8,Auto(L4),R,1,11,15,13,14.1,21,16.5465,P,,,S,,,,,,,3460, ,CLKUP ,3,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TUNDRA 2WD,4,6,Auto(S5),R,32,15,19,17,18.9388,26.0786,21.5999,R,,,,,,,,,,2470, ,CLKUP ,4,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TUNDRA 2WD,4.7,8,Auto(S5),R,28,14,17,15,16.8697,23.6284,19.3619,R,,,,,,,,,,2801, ,CLKUP ,4,12,DERIVED
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TUNDRA 2WD,5.7,8,Auto(S6),R,33,14,18,16,17.1408,25.1818,20.0171,R,,,,,,,,,,2625, ,CLKUP ,4,12,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD,4.3,6,Auto(L4),4,814,14,18,15,17.1,24.5,19.7898,R,,,,,,,,,,2801, ,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD,4.8,8,Auto(L4),4,816,14,18,16,17.2192,25.1805,20.0755,R,,,,,,,,,,2625, ,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD,5.3,8,Auto(L4),4,821,14,19,16,17.5486,26.4895,20.6913,R,,,,,,,,,,2625, ,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD,5.3,8,Auto(L4),4,825,11,14,12,13.4078,19.521,15.6072,E,,,,,,,,,,3249,290-410,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD,5.3,8,Auto(L4),4,823,14,19,16,17.331,26.2255,20.4524,R,,,,,,,,,,2625,390-540,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD,6,8,Auto(L4),4,841,13,17,14,15.6901,23.6952,18.5031,R,,,,,,,,,,2999, ,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,3.7,6,Auto(L4),4,560,14,18,15,16.8,24.4,19.5386,R,,,,,,,,,,2801, ,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,3.7,6,Manual(M6),4,720,15,19,16,18,26.1,20.9218,R,,,,,,,,,,2625, ,,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,4.7,8,Auto(L5),4,711,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,2801, ,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,4.7,8,Auto(L5),4,311,9,12,10,11,16.5,12.9412,E,,,,,,,,,,3900,E85 240,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,4.7,8,Auto(L5),4,811,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,2801,GAS 330,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,5.7,8,Auto(L5),4,530,13,17,14,15.4203,23.4596,18.2318,R,,,,,,,,,,2999, ,CLKUP ,1,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,4.7,8,Manual(M6),4,750,12,16,14,15.3,22.3,17.8167,R,,,,,,,,,,2999, ,,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,4.7,8,Auto(L5),4,711,13,17,15,16.3211,23.5653,18.9413,R,,,,,,,,,,2801, ,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,4.7,8,Auto(L5),4,311,9,12,10,11,16.5,12.9412,E,,,,,,,,,,3900,E85 240,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,4.7,8,Auto(L5),4,811,13,17,15,16.3211,23.5653,18.9413,R,,,,,,,,,,2801,GAS 330,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,4.7,8,Manual(M6),4,950,9,12,10,11,16.5,12.9412,E,,,,,,,,,,3900,E85 290,,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,4.7,8,Manual(M6),4,850,12,16,14,15.3,22.3,17.8167,R,,,,,,,,,,2999,GAS 360,,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,FORD,EXPLORER SPORT TRAC 4WD,4,6,Auto(L5),4,701,13,19,15,16.4557,25.6221,19.6132,R,,,,,,,,,,2801, ,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,FORD,EXPLORER SPORT TRAC 4WD,4.6,8,Auto(L6),4,703,13,19,15,15.5907,25.6377,18.9288,R,,,,,,,,,,2801, ,CLKUP ,3,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,FORD,F150 FFV  4WD,5.4,8,Auto(L4),4,831,9,12,10,10.9651,16.5426,12.9263,E,,,,,,,,,,3900,RNG=260,CLKUP ,3,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,FORD,F150 FFV  4WD,5.4,8,Auto(L4),4,829,13,17,15,15.8453,23.7254,18.6297,R,,,,,,,,,,2801,RNG=390,CLKUP ,3,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,4.6,8,Auto(L4),4,821,13,17,14,15.9262,23.4877,18.6243,R,,,,,,,,,,2999, ,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,5.4,8,Auto(L4),4,823,13,17,14,15.423,22.8797,18.0737,R,,,,,,,,,,2999, ,CLKUP ,3,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD,4.3,6,Auto(L4),4,814,14,18,15,17.1,24.5,19.7898,R,,,,,,,,,,2801, ,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD,4.8,8,Auto(L4),4,816,14,18,16,17.2067,25.1931,20.0698,R,,,,,,,,,,2625, ,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD,5.3,8,Auto(L4),4,821,14,19,16,17.5659,26.4849,20.7033,R,,,,,,,,,,2625, ,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD,5.3,8,Auto(L4),4,825,11,14,12,13.3987,19.5138,15.5983,E,,,,,,,,,,3249,290-410,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD,5.3,8,Auto(L4),4,823,14,19,16,17.306,26.2142,20.4302,R,,,,,,,,,,2625,390-540,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD,6,8,Auto(L4),4,841,13,17,14,15.7,23.7,18.5119,R,,,,,,,,,,2999, ,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA AWD,6.2,8,Auto(L6),4,843,12,18,14,14.8,25.7,18.2909,P,,,,,,,,,,3213, ,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,HONDA,RIDGELINE 4WD,3.5,6,Auto(L5),4,19,15,20,17,18.1,27.5,21.3902,R,,,,,,,,,,2470, ,CLKUP ,4,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,LINCOLN,MARK LT 4WD,5.4,8,Auto(L4),4,837,13,17,14,15.4079,22.8557,18.0555,R,,,,,,,,,,2999, ,CLKUP ,3,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,MITSUBISHI,RAIDER PICKUP 4WD,3.7,6,Auto(L4),4,560,14,18,15,16.8,24.4,19.5386,R,,,,,,,,,,2801, ,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,MITSUBISHI,RAIDER PICKUP 4WD,4.7,8,Auto(L5),4,711,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,2801, ,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,MITSUBISHI,RAIDER PICKUP 4WD,4.7,8,Auto(L5),4,311,9,12,10,11,16.5,12.9412,E,,,,,,,,,,3900,E85 240,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,MITSUBISHI,RAIDER PICKUP 4WD,4.7,8,Auto(L5),4,811,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,2801,GAS 330,CLKUP ,2,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,NISSAN,TITAN 4WD,5.6,8,Auto(L5),4,284,12,17,14,14.5988,22.9802,17.4653,R,,,,,,,,,,2999, ,CLKUP ,4,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,NISSAN,TITAN 4WD,5.6,8,Auto(L5),4,294,9,12,10,10.6426,16.6831,12.7142,E,,,,,,,,,,3900,RNG280/370,CLKUP ,4,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,NISSAN,TITAN 4WD,5.6,8,Auto(L5),4,293,12,17,14,14.5345,22.9322,17.4022,R,,,,,,,,,,2999,RNG390/520,CLKUP ,4,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,ROUSH PERFORMANCE,STAGE3 F150 REGULAR CAR 4WD,5.4,8,Auto(L4),4,2,11,15,13,13.5,20.6,15.9782,P,,,S,,,,,,,3460, ,EMS CLKUP ,3,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,ROUSH PERFORMANCE,STAGE3 F150 SUPERCAB 4WD,5.4,8,Auto(L4),4,2,11,15,13,13.5,20.6,15.9782,P,,,S,,,,,,,3460, ,EMS CLKUP ,3,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,ROUSH PERFORMANCE,STAGE3 F150 SUPERCREW 4WD,5.4,8,Auto(L4),4,2,11,15,13,13.5,20.6,15.9782,P,,,S,,,,,,,3460, ,EMS CLKUP ,3,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TUNDRA 4WD,4.7,8,Auto(S5),4,28,13,16,15,16.4053,22.5966,18.7125,R,,,,,,,,,,2801, ,CLKUP ,4,13,DERIVED
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TUNDRA 4WD,5.7,8,Auto(S6),4,33,13,17,14,15.4819,23.4462,18.2754,R,,,,,,,,,,2999, ,CLKUP ,4,13,DERIVED
"VANS, CARGO TYPE",CHEVROLET,G15/25 VAN CONV 2WD,5.3,8,Auto(L4),R,835,12,16,14,15.3,22.2,17.7879,R,,,,,,,,,,2999, ,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",CHEVROLET,G15/25 VAN CONV 2WD,5.3,8,Auto(L4),R,834,9,12,10,11.5,16.3,13.2567,E,,,,,,,,,,3900,310-340,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",CHEVROLET,G15/25 VAN CONV 2WD,5.3,8,Auto(L4),R,833,12,16,14,15.3,22.2,17.7879,R,,,,,,,,,,2999,430-470,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",CHEVROLET,G1500/2500 VAN 2WD,4.3,6,Auto(L4),R,817,15,20,17,18.5,27.6,21.723,R,,,,,,,,,,2470, ,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",CHEVROLET,G1500/2500 VAN 2WD,5.3,8,Auto(L4),R,835,14,18,15,16.9,24.3,19.5837,R,,,,,,,,,,2801, ,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",CHEVROLET,G1500/2500 VAN 2WD,5.3,8,Auto(L4),R,834,10,13,11,12.4,17.5,14.2716,E,,,,,,,,,,3545,310-340,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",CHEVROLET,G1500/2500 VAN 2WD,5.3,8,Auto(L4),R,833,14,18,15,16.9,24.3,19.5837,R,,,,,,,,,,2801,430-470,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",CHEVROLET,H1500 VAN CONV AWD,5.3,8,Auto(L4),4,830,12,16,14,15.3,22.1,17.7589,R,,,,,,,,,,2999, ,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",CHEVROLET,H1500 VAN CONV AWD,5.3,8,Auto(L4),4,832,9,12,10,11.5,16.2,13.2268,E,,,,,,,,,,3900,310-340,CLKUP ,2,14,DERIVED
