CLASS,MFR,CAR LINE,DISPLACEMENT,NUMB CYL,TRANS,DRIVE SYS,CITY MPG (GUIDE),HWY MPG (GUIDE),COMB MPG (GUIDE),UNRND CITY (EPA),UNRND HWY (EPA),UNRND COMP (EPA),FUEL TYPE,GUZLR,TURBO,SPCHGR,AVG 2D PASS VOL,AVG 2D LUGG VOL,AVG 4D PAS VOL,AVG 4D LUGG VOL,AVG HB PAS VOL,AVG HB LUGG VOL,ANL FL CST,ENG BLK TXT,TRANS DESC TXT,VLVS PER CYL,CLS
SPEC PURP VEH - S.U.V. - 4WD,VOLVO,XC 90 AWD,2.5,5,Auto(S5),4,17,22,19,18.9825,27.9626,22.1892,P,,T,,,,,,,,1894, ,2MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,VOLVO,XC 90 AWD,4.4,8,Auto(S6),4,15,21,17,16.4625,26.6463,19.8818,P,,,,,,,,,,2117, ,2MODE CLKUP ,4,23
COMPACT CARS,ACURA,TSX,2.4,4,Auto(S5),F,22,31,26,24.9,39.7,29.9192,P,,,,,,91,13,,,1386, ,2MODE CLKUP ,4,4,9-Nov-05
COMPACT CARS,ACURA,TSX,2.4,4,Manual(M6),F,22,30,25,24.2,38.5,29.0566,P,,,,,,91,13,,,1440, ,,4,4,9-Nov-05
COMPACT CARS,VOLKSWAGEN,GTI,2,4,Auto(S6),F,25,31,28,27.9852,40.046,32.3726,P,,T,,,,,,94,15,1285, ,3MODE ,4,4,14-Nov-05
COMPACT CARS,VOLKSWAGEN,GTI,2,4,Manual(M6),F,23,32,27,26.0221,40.706,31.0648,P,,T,,,,,,94,15,1332, ,,4,4,14-Nov-05
MIDSIZE CARS,CADILLAC,STS,4.4,8,Auto(S6),R,14,20,16,15,25.9,18.5044,P,G,,,,,103,13,,,2250, ,3MODE CLKUP ,4,5,31-Oct-05
MIDSIZE CARS,SAAB,9-5 SEDAN,2.3,4,Auto(S5),F,18,26,21,20.5,36,25.4264,P,,T,,,,96,16,,,1714, ,2MODE CLKUP ,4,5,4-Nov-05
MIDSIZE STATION WAGONS,SAAB,9-5 SPORTCOMBI,2.3,4,Auto(S5),F,18,26,21,20.5,36,25.4264,P,,T,,,,97,37,,,1714, ,2MODE CLKUP ,4,8,4-Nov-05
SMALL STATION WAGONS,AUDI,A3 QUATTRO,3.2,6,Auto(S6),4,21,27,23,23.2,34.6,27.2385,P,,,,,,89,20,,,1566, ,3MODE ,5,7,31-Oct-05
SPEC PURP VEH - S.U.V. - 4WD,JEEP,GRAND CHEROKEE 4WD,6.1,8,Auto(L5),4,12,15,13,13.7,19.4,15.7873,P,,,,,,,,,,2768, ,CMODE ,1,23,1-Oct-05
SPEC PURP VEH - S.U.V. - 4WD,SUBARU,OUTBACK AWD,2.5,4,Auto(S4),4,22,28,25,24.6193,36.4,28.816,R,,,,,,,,,,1320, ,CLKUP ,4,23,14-Nov-05
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,COLORADO CAB CHASSIS INC 2WD,3.5,5,Manual(M5),R,17,22,19,18.9,27.9,22.1094,R,,,,,,,,,,1736, ,SIL ,4,12,30-Sep-05
STANDARD PICKUP TRUCKS 2WD,GMC,CANYON CAB CHASSIS INC 2WD,3.5,5,Manual(M5),R,17,22,19,18.9,27.9,22.1094,R,,,,,,,,,,1736, ,SIL ,4,12,30-Sep-05
TWO SEATERS,FORD,GT        2WD,5.4,8,Manual(M6),R,13,21,16,15,26.9,18.7282,P,G,,S,,,,,,,2250, ,,4,1,27-Sep-05
TWO SEATERS,LOTUS,ELISE/EXIGE,1.8,4,Manual(M6),R,22,29,25,26.5,37.6,30.5597,P,,,,,,,,,,1440, ,EMS ,4,1,12-Oct-05
TWO SEATERS,LAMBORGHINI,L-140/715 GALLARDO,5,10,Manual(M6),4,11,16,13,12.1,21.1,14.9742,P,G,,,,,,,,,2768, ,,4,1,1-Aug-05
TWO SEATERS,LAMBORGHINI,L-140/715 GALLARDO,5,10,Manual(M6),4,11,17,13,12.6,22.8,15.7759,P,G,,,,,,,,,2768, ,,4,1,1-Aug-05
TWO SEATERS,LAMBORGHINI,L-140/715 GALLARDO,5,10,Auto(S6),4,12,18,14,13.3,24.3,16.7023,P,G,,,,,,,,,2250, ,,4,1,15-Aug-05
TWO SEATERS,LAMBORGHINI,L-140/715 GALLARDO,5,10,Auto(S6),4,11,17,14,12.7,22.9,15.8837,P,G,,,,,,,,,2401, ,,4,1,15-Aug-05
TWO SEATERS,LAMBORGHINI,L-147/148 MURCIELAGO,6.2,12,Manual(M6),4,9,13,10,10.2,17.3,12.5105,P,G,,,,,,,,,3600, ,,4,1,15-Aug-05
TWO SEATERS,LAMBORGHINI,L-147/148 MURCIELAGO,6.2,12,Auto(S6),4,10,15,12,10.9,19.6,13.6207,P,G,,,,,,,,,2768, ,,4,1,15-Aug-05
COMPACT CARS,HONDA,CIVIC HYBRID,1.3,4,Auto(AV),F,49,51,50,54.6,65,58.8362,R,,,,,,91,10,,,660,HEV,EMS ,2,4,17-Oct-05
