Class,Manufacturer,carline name,displ,cyl,trans,drv,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr
MIDSIZE CARS,MAZDA,626,2.0,4,Auto(L4),F,22,29,24,24.2006,36.6876,28.5776,R,,,,,,97,14,,,719,,CLKUP
MIDSIZE CARS,MAZDA,626,2.0,4,Manual(M5),F,26,33,29,29.4018,42.5281,34.1441,R,,,,,,97,14,,,595,,
MIDSIZE CARS,MAZDA,626,2.5,6,Auto(L4),F,20,26,23,22.4,33.9,26.4355,P,,,,,,97,14,,,848,,CLKUP
MIDSIZE CARS,MAZDA,626,2.5,6,Manual(M5),F,21,27,24,23.8,34.6,27.6893,P,,,,,,97,14,,,813,,
MIDSIZE CARS,MERCEDES-BENZ,E300 TURBODIESEL,3.0,6,Auto(L5),R,26,36,30,29.2398,45.5856,34.8657,D,,T,,,,95,15,,,549,,EMS 2MODE CLKUP
MIDSIZE CARS,MERCEDES-BENZ,E320,3.2,6,Auto(L5),R,21,30,24,22.9297,37.8552,27.8755,P,,,,,,95,15,,,813,,EMS 2MODE CLKUP
MIDSIZE CARS,MERCEDES-BENZ,E320 4MATIC,3.2,6,Auto(L5),R,20,28,23,22.4674,35.2836,26.8574,P,,,,,,95,15,,,848,,EMS CLKUP
MIDSIZE CARS,MERCEDES-BENZ,E430,4.3,8,Auto(L5),R,19,26,21,20.5618,32.9664,24.7532,P,,,,,,95,15,,,928,,EMS 2MODE CLKUP
MIDSIZE CARS,MITSUBISHI,DIAMANTE SEDAN,3.5,6,Auto(L4),F,18,24,20,19.6918,31.4323,23.6704,P,,,,,,101,14,,,975,SOHC,EMS CMODE CLKUP
MIDSIZE CARS,MITSUBISHI,MITSUBISHI GALANT,2.4,4,Auto(L4),F,21,28,24,23.4547,35.572,27.701,R,,,,,,,,96,14,719,SOHC,
MIDSIZE CARS,MITSUBISHI,MITSUBISHI GALANT,2.4,4,Manual(M5),F,23,31,26,25.5427,39.6563,30.4136,R,,,,,,,,96,14,664,SOHC,
MIDSIZE CARS,MITSUBISHI,MITSUBISHI GALANT,3.0,6,Auto(L4),F,20,27,22,21.7282,35.207,26.2506,R,,,,,,,,96,14,785,SOHC,
MIDSIZE CARS,NISSAN,MAXIMA,3.0,6,Auto(L4),F,21,28,23,22.9782,35.7783,27.3874,R,,,,,,100,15,,,750,,CLKUP
MIDSIZE CARS,NISSAN,MAXIMA,3.0,6,Manual(M5),F,22,27,24,23.9,34.2,27.6469,R,,,,,,100,15,,,719,,
